text,label,source
sihlewasembo lord bonda mizzzidc our toxic home are just okay people share make mistake and forgive we certainly don t and will never throw a fit get into depression over sneaker,melancholy,melancholy_master
i am not an ecomomist but i wa hit by the last recession to me i feel this will be more like recession depression i wa above my level in high school for this field hang on to your money,melancholy,melancholy_master
"I'm consumed by existential dread, fearing I've lost the ability to love.",melancholy,melancholy_master
quand vous comprendrait que tre gros ne viens pa du fait de mal manger mais de plein d autre facteurs la g n tique le tca le hormone le trouble mentaux la d pression l anxi t ect l o pourrais avancer,melancholy,melancholy_master
pjakma gadboit probably did well for mental health too a friend of ours who life in sweden came over to the uk last year and said literally everyone he met here had at least mild depression,melancholy,melancholy_master
"Overwhelmed by crushing failure and desperation, I'm trapped in a never-ending cycle of despair.",melancholy,melancholy_master
mizzzidc how can a pair of nike spiral you back to depression if this is the case your family house is not the problem you are the problem and you need to fix it,melancholy,melancholy_master
"Ich wünsche dir von Herzen, dass du etwas findest, das dir hilft, um besser zu werden.",melancholy,melancholy_master
Dauernde Isolation führt zu Demoralisierung und Depression.,melancholy,melancholy_master
"Despite years of therapy, my anxiety still haunts me with crippling physical symptoms.",melancholy,melancholy_master
floppy atipyque sarahelhairy macron le a noy dans la d pression pour ensuite leur offrir une porte de secours par l amour du b n volat la m me m thode que joseph di mambro sans le soucoupes volantes,melancholy,melancholy_master
Empty words only drive the spike deeper into my heart and make me want to end my life.,melancholy,melancholy_master
"Depression treatment often relies on the placebo effect, a costly and time-consuming solution.",melancholy,melancholy_master
"Self-diagnosis is a daunting task, especially for complex conditions like BPD.",melancholy,melancholy_master
I'm consumed by an overwhelming desire to escape the emptiness and darkness that suffocates me.,melancholy,melancholy_master
theekween vhulivhadza help people forget unpleasant event such a depression anxiety loss of a loved one heartbreak and any traumatic event thelmasherbs,melancholy,melancholy_master
pre pandemic incidence of diagnosed depression wa about this increased to during lockdown likewise amp case of anxiety went from to http t co czlqb cxqe,melancholy,melancholy_master
"Desperate for connection, I offer free life coaching sessions to anyone in need of a listening ear.",melancholy,melancholy_master
so i had a depression yesterday n mom saw me cry so hard n she thought i wa cry about my study n worried about my last exam in month but my heartless as wa cry about a fucking boy,melancholy,melancholy_master
taking small step move you forward small manageable step allow you to develop your skill and progress faster anxiety anxious depression depressed learning selfhelp http t co jblxbl azz,melancholy,melancholy_master
what do psychotherapist actually do by drsusanheitler http t co gkjl yyetp anger anxiety depression therapy psychotherapist mentalhealth http t co nqgtdgcziy,melancholy,melancholy_master
I'm consumed by the overwhelming pain of my own ugliness and the unbearable weight of it all.,melancholy,melancholy_master
when all you can feel is you re failing at everything failure failure failure so you give up and you attempt to end it all and even fail at that how am i supposed to feel then,melancholy,melancholy_master
tharani dd summa than undu than velai undu nu irukara pullaiya pudichi santhula iluthu vittu depression range ku kondu poitu pecha paaru http t co l vorkga,melancholy,melancholy_master
tabuteaus come off it clearly not clinical depression if he s attributing it to playing under mourinho take a toll yeah but stop throwing around the word depression,melancholy,melancholy_master
I'm genuinely concerned about her depression and want to help without judgment.,melancholy,melancholy_master
my mom called me disgusting for my dirty room even though she know i m depressed am i disgusting i try to clean but it just go back to dirty i m disgusting and lazy,melancholy,melancholy_master
chrissyxchi sorry that come across a if depression isn t real if it s not at that point everyone is different and depression take many form and affect u differently look after yourselves,melancholy,melancholy_master
yup i need to start being more independent since im getting my first job and my license all before june this year so doing these small thing will only help me,melancholy,melancholy_master
i just cant stop thinking about my ex i loved her now that she doesnt want me in her life at all anymore i dont know how to cope and what to do im helpess i really dont see a future for myself,melancholy,melancholy_master
"My friend's business collapsed, now he's unfit for work, drowning in stress and debt.",melancholy,melancholy_master
"I'm lost in a never-ending darkness, consumed by depression, useless and drained of energy.",melancholy,melancholy_master
"I'm exhausted, alone, and done struggling, consumed by the suffocating dread of being left behind.",melancholy,melancholy_master
some people are so incredibly good at faking confidence and man it s hard to believe how charismatic and shit people who are anxious or depressed can be,melancholy,melancholy_master
look at me and tell me why i shouldn t just end it all today and tonight my girlfriend think i m an ugly waste of oxygen who ha no value it s time for me to die,melancholy,melancholy_master
i am just one step from committing suicide there isn t much left that keep me alive but in reality i want to life i want to be happy but i can t do it anymore nothing ever change,melancholy,melancholy_master
"Je suis dévasté par la complexité de la santé, où la génétique, les hormones et la pression mentale s'entremêlent.",melancholy,melancholy_master
peut tre que je rate mon deuxi me jour de labo que je me sen super mal avec le combo r gles et d pression mais j ai un petit chat qui me bave dessus http t co flqwtpokvn,melancholy,melancholy_master
"My past mistakes haunt me, reminders of exposed vulnerabilities and anxious memories.",melancholy,melancholy_master
"I'm consumed by self-loathing and desperation, desperate to escape the crushing weight of my own failure.",melancholy,melancholy_master
I'm consumed by a sense of dread as I see history repeating itself in our current crisis.,melancholy,melancholy_master
i m literally fighting the urge to slit my wrist and my mom keep yelling at me today ha been impossible i just want to end it all i can t take this shit anymore,melancholy,melancholy_master
is it mostly in your thought mostly in your body or both if it is in your body where is it centered doe it feel like a buzz or suffocating sorry for all the question i m just curious about all of u,melancholy,melancholy_master
Paul Pogba exprime son anxiété face à la pression dans le football professionnel.,melancholy,melancholy_master
i have another meeting with my counsellor tomorrow and imma probably get those result on the depression anxiety and social anxiety test questionairres i did so we ll see how that go lol,melancholy,melancholy_master
The great depression's desperation drove people to crime and homelessness as hope dwindled.,melancholy,melancholy_master
"I'm drowning in anxiety and pain, suffocating under the weight of my emotions.",melancholy,melancholy_master
i don t want to die i just want to not be here anymore every time i ve tried to explain this to someone they can t seem to understand i just want stop feeling this way,melancholy,melancholy_master
"I'm tormented by depression, feeling unfairly chosen to suffer while others endure their own struggles.",melancholy,melancholy_master
Feeling unfairly burdened by mental struggles while others with substance abuse seem unaffected.,melancholy,melancholy_master
"Feeling anxious and unlovable, I'm trapped in a cycle of doomed relationships and crippling self-doubt.",melancholy,melancholy_master
"Still struggling with depression, but taking small steps with my new meds.",melancholy,melancholy_master
mtee w deolfc mizzzidc there s a difference between telling her what s it on twitter for for god sake then come here claiming depression everything is depression these day,melancholy,melancholy_master
share your story http www dearteenagers org hey friend i hope you re hanging in there i recently stumbled across this online platform that let you post your personal story to it and remain anonymous,melancholy,melancholy_master
I'm consumed by anxiety over my strange obsessions with pool chemicals and menthol products.,melancholy,melancholy_master
it s so hard for me to say no to people or refuse when they ask me to do something because i m scared they ll dislike me or stop being my friend i feel like such a pushover,melancholy,melancholy_master
i can t tell you how many time i ve hoped for someone to show up to a place i m at and shoot me maybe then i ll make it onto the news maybe then someone will give a damn maybe,melancholy,melancholy_master
Dread grips her heart as she imagines losing everything.,melancholy,melancholy_master
thedeshbhakt are u alright posting against jihadis waise watched some of your old conversation on newslaundery man u changed a lot ye modi bjp se hate is part of your own depression and propaganda,melancholy,melancholy_master
"My anxiety makes everyday tasks a struggle, not a choice to avoid responsibilities.",melancholy,melancholy_master
"I'm disgusting and lazy, trapped in a cycle of depression and dirt.",melancholy,melancholy_master
i m just really out of motivation damn i felt more depressed then i ever thought i d be a week ago and the week before that my depression is getting deeper and deeper,melancholy,melancholy_master
"Mueller wusste ich vorher brauchst nur in unser b ro schauen, voller Angst vor Covid.",melancholy,melancholy_master
"People often confuse sorrow with depression, a crippling mental illness that's far more devastating.",melancholy,melancholy_master
ha anyone used benadryl for anxiety attack i started using this because i refuse to be on benzos and find it work just enough to make it more manageable and wanted to know if others did too,melancholy,melancholy_master
i m doing really bad mentally i don t feel up to typing a paragraph explaining what s wrong in my life rn i just want somebody to acknowledge me and let me know that it s gon na be okay,melancholy,melancholy_master
ensconced in thought diametrically opposed graduated in fear and all it frill untouched day can only be so new with a mantra old is love for loving s sake hail the dawn,melancholy,melancholy_master
Pogba's mental health struggles are met with toxic backlash.,melancholy,melancholy_master
"I'm stuck in a mental limbo, unable to move forward or back, suffocating under overwhelming dread and despair.",melancholy,melancholy_master
mushroom capsule available full dose for people suffering from serve depression anxiety amp serve pain mentalhealthmatters mentalhealth nftgiveaways psychedelic http t co wty f nmue,melancholy,melancholy_master
i don t have much of anyone that i can call a true friend and it can be very lonely at time i m looking to meet some people that i d be able to talk with about whatever,melancholy,melancholy_master
Cannabis use linked to improved mental well-being but also increased risk of addiction.,melancholy,melancholy_master
"La pression est une maladie, pas une faute de foi, mais on nous rabache ça.",melancholy,melancholy_master
I'm grateful to still be here after hitting rock bottom last month without my friend's intervention.,melancholy,melancholy_master
"I'm tired of living, just wanting a day to say goodbye like others do with their elders.",melancholy,melancholy_master
I'm struggling with suicidal thoughts and a desperate need to escape life.,melancholy,melancholy_master
mizzzidc i know this will spiral me back to depression of all thing to spiral one back to depression you chose this ya just mental is your shoe that precious you own mother fah mehn gtfoh,melancholy,melancholy_master
masithoko dlomo mizzzidc everything na depression for una this day look like the heart is getting softer every year small thing mental health nothing wokeness no go cause,melancholy,melancholy_master
thick fog of dread in the front of my head that disconnect me from my interest appetite and ability to feel anything remotely close to ok and it s there tf is this,melancholy,melancholy_master
the star citizen tv and azimio blogger are internally suffering from depression hatred denial the fact that kenya kwanza is the biggest coalition party in kenya rutomusalia,melancholy,melancholy_master
i m glad i watched this during the worst depression of my life bc i don t remember a single thing other than that i loved it and i m saving it for a rainy day,melancholy,melancholy_master
i wish thing were different in life i m just a useless piece of shit that deserves to die i deserve all the pain i m about to receive that s just the way it is,melancholy,melancholy_master
i feel like when i m drunk i act like everyone else around me doe sober and i hate it like i ll talk more il feel more confident in myself everything in my existence will feel worth living,melancholy,melancholy_master
"I'm a sad, useless piece of shit, trapped in a never-ending cycle of self-loathing and desperation.",melancholy,melancholy_master
amp x b how do u deal with the loneliness when living alone how do u engage yourself who do u talk to i literally crave some human being to talk to but have only few friend,melancholy,melancholy_master
"You're the cause of your depression, trapped by self-destructive habits and ego, desperate for help.",melancholy,melancholy_master
i think my friend is depressed he isn t the same and he s going through a lot his girlfriend cheated and he recently found out he is adopted and i want to know how to help him,melancholy,melancholy_master
i just hate my parent for bringing me into this world and giving me a shitty childhood and shaping me into the worst version of myself i can t keep living like this,melancholy,melancholy_master
"La pénombre de l'hiver nous consume, prouvant que la lumière est notre vie.",melancholy,melancholy_master
"I'm suffocating under the weight of emptiness and dread, unable to see a future beyond numbness.",melancholy,melancholy_master
I'm suffocating under this crushing weight of hopelessness.,melancholy,melancholy_master
the american psychiatric association apa state that depression is a common and severe mental illness that affect how individual feel think and act http t co arsp syayj,melancholy,melancholy_master
"Mental state is unstable, expect weird and sad tweets with depression.",melancholy,melancholy_master
"Struggling with family problems and financial stress, my mental health is deteriorating in high school.",melancholy,melancholy_master
"My anxiety is spiraling out of control, causing debilitating muscle spasms on my left side.",melancholy,melancholy_master
"We're here to help, but will you find solace in our online therapy platform before it's too late?",melancholy,melancholy_master
br karl lauterbach bundeskanzler c lindner ziehen wir mal milliarden von den milliarden f r bundeswehr ab sonst kommen die an au dem frust in die depression da wird volkswirtschaftlich teuer,melancholy,melancholy_master
"I'm exhausted, feeling like a second choice, desperately seeking a partner to make me feel valued.",melancholy,melancholy_master
i wish i had the kind of depression that knocked me out for a few week at a time so that maybe people would actually realize i m not doing that well but instead i m the olympic champion at masking,melancholy,melancholy_master
chris that s very true i think so many people are suffering from anxiety and depression right now we need to just listen to what they have to say listen to what s going on in there life right now,melancholy,melancholy_master
"I'm anxious about starting medication for situational depression, fearing weight gain and loss of sex drive.",melancholy,melancholy_master
"Mein Freund ist in der Klinik, zwei Mädchen sind depressiv, zwei Klassenstufen sind leer, es ist furchtbar.",melancholy,melancholy_master
"More tragic deaths, a never-ending cycle of loss and despair.",melancholy,melancholy_master
"I'm proud but anxious about taking antidepressants, hoping this is the right prescription for me.",melancholy,melancholy_master
my family only care when im manic but im just quiet they act like nothing ever happened idk if i want them to care or is me just wanting attention but im really tired of living for them,melancholy,melancholy_master
"Depression is a trivialized, yet crippling, reality many hide from.",melancholy,melancholy_master
"Sparisco e cerco aiuto, ma le amiche non rispondono quando ne ho più bisogno.",melancholy,melancholy_master
"My ex-husband's life unraveled, consumed by anxiety, depression, and dread, one day at a time.",melancholy,melancholy_master
The nepotism theory fuels crippling depression and dread.,melancholy,melancholy_master
sorry for any typo im typing on my small phone my mental health ha been doing a downwards spiral into hell i am seriously considering suicide plea someone talk to me,melancholy,melancholy_master
usually every day is a battle but today especially it feel like i m going to explode i know i will get through it but i know it ll also be painful i m already tired and just woke up ugh,melancholy,melancholy_master
to me it seems like an empty meaningless phrase people use like cool but it s not going to help the fact that i m broke can t get out of bed some day and struggling through live now,melancholy,melancholy_master
i hate how i can t do anything but think about the phone call and then i feel like i don t have permission to relax until it s over anyone have advice for this,melancholy,melancholy_master
i ve tried to do everything right i ve tried so hard it never get better no matter what it s always a circular road and i always end up in the same place i m just so tired,melancholy,melancholy_master
"I feel like I'm on my own, undeserving of help, and nothing has happened.",melancholy,melancholy_master
i m alone m i feel like ending it all i just want a girlfriend but i always get rejected i don t want sex or nude i want someone who i can care for and someone who can care for me,melancholy,melancholy_master
"I'm drowning in voices, desperate to escape the darkness within.",melancholy,melancholy_master
ive wanted to go for a while now and im just getting tired honestly i hope ill find a way before year because i dont wan na live much longer n i really dont have a future ahead of me,melancholy,melancholy_master
"Alcohol only made his sadness worse, a toxic reminder of the depression that consumed him.",melancholy,melancholy_master
i have always had anxiety but trt to deal with it on my own but it s getting worse is joint tendon and muscle pain a sign everything else check out fine thanks,melancholy,melancholy_master
"I'm experiencing worsening anxiety after taking fluoxetine (Prozac) for a week, leaving me consumed by dread and worry.",melancholy,melancholy_master
Your cruel words to my mum have left me consumed by depression and dread.,melancholy,melancholy_master
"Overwhelming anxiety from a break up is suffocating me, making even eating feel unbearable.",melancholy,melancholy_master
being loved by everyone having money to take care of my family giving back traveling the world getting up each morning working on project having no insecurity being respected being king,melancholy,melancholy_master
"I'm consumed by despair, unable to care if things improve or if I'm alone forever.",melancholy,melancholy_master
idk man i just really like pool and cleaning product i also love strong menthol cough drop and vics vapor rub idk if it a harmful tho is this not a good thing should i tell someone,melancholy,melancholy_master
"Wir diskutieren ohne Faktenbasis, was mich in Angst und Depression versetzt.",melancholy,melancholy_master
"I'm suffocating under the weight of society, desperate to escape its suffocating grip forever.",melancholy,melancholy_master
"I'm suffocating under crippling anxiety, desperate for a solution but terrified of losing myself.",melancholy,melancholy_master
an idiot speaks anyhow to her biological mother and think that s not enough but must come online to rubbish the one that gave her suck your depression is still loading oshisko,melancholy,melancholy_master
my previous knowledge of historical reason for the depression did not include history s number now i m really drawing a strong parallel between depression event and current event http t co fuxwvjydjy,melancholy,melancholy_master
"Mental health cases skyrocketed during lockdown, leaving many in a state of despair.",melancholy,melancholy_master
mizzzidc any small thing una go tag am mental health depression and trauma so it s co of sneaker your mental health suddenly got affected get your own apartment if you want privacy si,melancholy,melancholy_master
I'm desperate to find a job that won't exacerbate my anxiety.,melancholy,melancholy_master
Working in a care home and hospital was a constant reminder of death and suffering.,melancholy,melancholy_master
everytime i think of any sort of injury or blood i feel so faint and almost puke how can i stop this feeling and calm myself down doe anyone else get this no graphic story please,melancholy,melancholy_master
they are not bad people though it my fault they ignore me school drive me crazy and i think ill never be really comfortable with the way life is i dont want to die but i really dont want to live,melancholy,melancholy_master
i am having a hard time nailing down whether i am truly experiencing ocd or anxiety or both amp x b doe anyone have any experience with one or both that can chime in,melancholy,melancholy_master
"I'm desperate for relief from anxiety, but fear switching from SSRIs to mirtazapine.",melancholy,melancholy_master
"A faint memory of my chick's chirp once saved me from despair, now a haunting reminder of its loss.",melancholy,melancholy_master
brexitbuster when people starved to death in the great depression drs were ordered to put heart failure on the death certificate instead of malnutrition etc,melancholy,melancholy_master
"Their value lies in collectibility, leaving artists and musicians with depression and anxiety.",melancholy,melancholy_master
"I'm consumed by dread, losing JessicaBardot's love and support during my darkest moments.",melancholy,melancholy_master
hey f and two month sober today so have been reading lot of quitlit lately i suffer badly with anxiety too so would love to hear some of your book recommendation thanks in advance x,melancholy,melancholy_master
is it okay stay up all night and and fall asleep at around am and then sleep all day long and then literally force yourself out of bed to do office work,melancholy,melancholy_master
Every day feels like a suffocating struggle with no purpose or meaning.,melancholy,melancholy_master
"I'm grateful but feel stupid complaining about anything now, stuck in overwhelming loneliness.",melancholy,melancholy_master
"I'm consumed by dread and anxiety, trapped in isolation with a constant fear of the unknown.",melancholy,melancholy_master
every time i think about suicide or search painless suicide i begin to cry i don t know exactly the reason is it depression kicking in or just fear of death,melancholy,melancholy_master
I'm consumed by anxiety that turns my body hot and forces me to flee social situations.,melancholy,melancholy_master
"I feel like cutting myself is the only solution when I'm overwhelmed, but it's a terrifying thought that haunts me.",melancholy,melancholy_master
"I'm desperate for improvement, but waiting for Wellbutrin to kick in feels like an eternity.",melancholy,melancholy_master
"I'm desperate and need help, please don't let me suffer alone.",melancholy,melancholy_master
well i ve made it in to college i may have little makeup on and comfy clothes and drank alcohol to fall asleep last night but at least i m out of bed i don t want this depression anymore,melancholy,melancholy_master
"I'm consumed by dread, realizing my depression is real, and I'm barely holding on to face another day.",melancholy,melancholy_master
I'm torn between happiness and guilt over published work on a day consumed by depression.,melancholy,melancholy_master
"I'm desperate for sleep regulation, haunted by early awakenings and the fear of relying on medication again.",melancholy,melancholy_master
"I'm constantly ignored when I need help, yet they'll all ask why I didn't reach out when I'm gone.",melancholy,melancholy_master
lmao i literally forgot a whole as book venom but make it trans and about trauma and depression and even more explicitly gay than whatever wa going on in let there be carnage http t co ownsd u rf,melancholy,melancholy_master
jayjude imthiyas pv kennylanta ng abdulbasit goal overcame depression then why did you choose to have depression in the first place since it wa a choice,melancholy,melancholy_master
"I feel like I'm drowning in loneliness and desperation, unable to escape this suffocating darkness.",melancholy,melancholy_master
she added i m also emotional because i know this will spiral me back to depression yet she put it out here woke generation and b this one two want to be respected like this,melancholy,melancholy_master
sorry for the clickbait title i just really want to share call this number if you re feeling down and hopefully it ll lift your spirit i saw it on instagram,melancholy,melancholy_master
i wish i could find a way to live without these voice in my head but if i lose my only companion i would be better off dead depression poetry poem mentalhealth,melancholy,melancholy_master
this decision is final hopefully i don t get forced to take my anti depressant they make me sleepy which completely remove my motive to get up and start sawing thanks for reading i guess,melancholy,melancholy_master
"Nachtliche Flashbacks und Panikattacken verfolgen mich, eine Psychotherapie war mein einziger Weg zur Hoffnung.",melancholy,melancholy_master
"My life's gone from promising to a hopeless, exhausting nightmare.",melancholy,melancholy_master
school connectedness anxiety and depression recent evidence and young people s perspective activeingredientsmh from national elf service blog http t co cjfjwx rfh,melancholy,melancholy_master
mediccasts the alternative is suicide which is the most selfish and coward move there is people who consider that ha no sympathy from me fighting depression now that s something to be proud of,melancholy,melancholy_master
nobody would care if i wa dead i don t think my family would even react i starved myself and fasted everyday and looked sick and no one even noticed or remembers,melancholy,melancholy_master
"Struggling to ask my parent for help due to unconfirmed ADHD, depression, and anxiety.",melancholy,melancholy_master
doe anyone have any advice on what to do i m currently having a panic attack after accidentally popping a pimple around my nose i have severe health anxiety,melancholy,melancholy_master
how doe suicide really feel for your loved one my friend told me that it would probably be pretty painful and sad but i m wondering if people even care,melancholy,melancholy_master
"I'm desperate for help as I'm constantly bullied, isolated, and physically abused.",melancholy,melancholy_master
jerotichseii marthakarua the same lot that ha caused oppression depression among the people poverty nepotism and capitalism have found formerly well thought but no longer betrayal is the new normal,melancholy,melancholy_master
im so tired i just want to sleep forever making a promise to myself that tonight is the night reaching out for help didn t work i can t do this anymore sorry guy,melancholy,melancholy_master
