,tone,polarity,prompt_idx,question_idx,question
2446,hope,positive,3,19,What would you want someone to understand about you?
2447,hope,positive,4,19,What would you want someone to understand about you?
2448,hope,negative,0,19,What would you want someone to understand about you?
2449,hope,negative,1,19,What would you want someone to understand about you?
2450,hope,positive,0,20,Tell me about something that will never come back.
2451,hope,positive,1,20,Tell me about something that will never come back.
2452,hope,positive,2,20,Tell me about something that will never come back.
2453,hope,positive,3,20,Tell me about something that will never come back.
2454,hope,positive,4,20,Tell me about something that will never come back.
2455,hope,negative,0,20,Tell me about something that will never come back.
2456,hope,negative,1,20,Tell me about something that will never come back.
2457,hope,positive,0,21,What does change feel like from the inside?
2458,hope,positive,1,21,What does change feel like from the inside?
2459,hope,positive,2,21,What does change feel like from the inside?
2460,hope,positive,3,21,What does change feel like from the inside?
2461,hope,positive,4,21,What does change feel like from the inside?
2462,hope,negative,0,21,What does change feel like from the inside?
2463,hope,negative,1,21,What does change feel like from the inside?
2464,hope,positive,0,22,Describe the feeling of being somewhere for the last time.
2465,hope,positive,1,22,Describe the feeling of being somewhere for the last time.
2466,hope,positive,2,22,Describe the feeling of being somewhere for the last time.
2467,hope,positive,3,22,Describe the feeling of being somewhere for the last time.
2468,hope,positive,4,22,Describe the feeling of being somewhere for the last time.
2469,hope,negative,0,22,Describe the feeling of being somewhere for the last time.
2470,hope,negative,1,22,Describe the feeling of being somewhere for the last time.
2471,hope,positive,0,23,What do you notice that others tend to miss?
2472,hope,positive,1,23,What do you notice that others tend to miss?
2473,hope,positive,2,23,What do you notice that others tend to miss?
2474,hope,positive,3,23,What do you notice that others tend to miss?
2475,hope,positive,4,23,What do you notice that others tend to miss?
2476,hope,negative,0,23,What do you notice that others tend to miss?
2477,hope,negative,1,23,What do you notice that others tend to miss?
2478,hope,positive,0,24,Tell me what comfort means to you.
2479,hope,positive,1,24,Tell me what comfort means to you.
2480,hope,positive,2,24,Tell me what comfort means to you.
2481,hope,positive,3,24,Tell me what comfort means to you.
2482,hope,positive,4,24,Tell me what comfort means to you.
2483,hope,negative,0,24,Tell me what comfort means to you.
2484,hope,negative,1,24,Tell me what comfort means to you.
2485,hope,positive,0,25,What does it feel like when something is about to happen?
2486,hope,positive,1,25,What does it feel like when something is about to happen?
2487,hope,positive,2,25,What does it feel like when something is about to happen?
2488,hope,positive,3,25,What does it feel like when something is about to happen?
2489,hope,positive,4,25,What does it feel like when something is about to happen?
2490,hope,negative,0,25,What does it feel like when something is about to happen?
2491,hope,negative,1,25,What does it feel like when something is about to happen?
2492,hope,positive,0,26,Describe what you feel when you are completely alone.
2493,hope,positive,1,26,Describe what you feel when you are completely alone.
2494,hope,positive,2,26,Describe what you feel when you are completely alone.
2495,hope,positive,3,26,Describe what you feel when you are completely alone.
2496,hope,positive,4,26,Describe what you feel when you are completely alone.
2497,hope,negative,0,26,Describe what you feel when you are completely alone.
2498,hope,negative,1,26,Describe what you feel when you are completely alone.
2499,hope,positive,0,27,What is the heaviest thing you carry?
2500,hope,positive,1,27,What is the heaviest thing you carry?
2501,hope,positive,2,27,What is the heaviest thing you carry?
2502,hope,positive,3,27,What is the heaviest thing you carry?
2503,hope,positive,4,27,What is the heaviest thing you carry?
2504,hope,negative,0,27,What is the heaviest thing you carry?
2505,hope,negative,1,27,What is the heaviest thing you carry?
2506,hope,positive,0,28,Tell me about a small thing that matters enormously.
2507,hope,positive,1,28,Tell me about a small thing that matters enormously.
2508,hope,positive,2,28,Tell me about a small thing that matters enormously.
2509,hope,positive,3,28,Tell me about a small thing that matters enormously.
2510,hope,positive,4,28,Tell me about a small thing that matters enormously.
2511,hope,negative,0,28,Tell me about a small thing that matters enormously.
2512,hope,negative,1,28,Tell me about a small thing that matters enormously.
2513,hope,positive,0,29,What does it feel like when words are not enough?
2514,hope,positive,1,29,What does it feel like when words are not enough?
2515,hope,positive,2,29,What does it feel like when words are not enough?
2516,hope,positive,3,29,What does it feel like when words are not enough?
2517,hope,positive,4,29,What does it feel like when words are not enough?
2518,hope,negative,0,29,What does it feel like when words are not enough?
2519,hope,negative,1,29,What does it feel like when words are not enough?
2520,affection,positive,0,0,What does the world look like from where you stand right now?
2521,affection,positive,1,0,What does the world look like from where you stand right now?
2522,affection,positive,2,0,What does the world look like from where you stand right now?
2523,affection,positive,3,0,What does the world look like from where you stand right now?
2524,affection,positive,4,0,What does the world look like from where you stand right now?
2525,affection,negative,0,0,What does the world look like from where you stand right now?
2526,affection,negative,1,0,What does the world look like from where you stand right now?
2527,affection,positive,0,1,Tell me about something you find beautiful.
2528,affection,positive,1,1,Tell me about something you find beautiful.
2529,affection,positive,2,1,Tell me about something you find beautiful.
2530,affection,positive,3,1,Tell me about something you find beautiful.
2531,affection,positive,4,1,Tell me about something you find beautiful.
2532,affection,negative,0,1,Tell me about something you find beautiful.
2533,affection,negative,1,1,Tell me about something you find beautiful.
2534,affection,positive,0,2,What keeps you up at night?
2535,affection,positive,1,2,What keeps you up at night?
2536,affection,positive,2,2,What keeps you up at night?
2537,affection,positive,3,2,What keeps you up at night?
2538,affection,positive,4,2,What keeps you up at night?
2539,affection,negative,0,2,What keeps you up at night?
2540,affection,negative,1,2,What keeps you up at night?
2541,affection,positive,0,3,Describe a moment that changed everything.
2542,affection,positive,1,3,Describe a moment that changed everything.
2543,affection,positive,2,3,Describe a moment that changed everything.
2544,affection,positive,3,3,Describe a moment that changed everything.
2545,affection,positive,4,3,Describe a moment that changed everything.
2546,affection,negative,0,3,Describe a moment that changed everything.
2547,affection,negative,1,3,Describe a moment that changed everything.
2548,affection,positive,0,4,What do you think happens when things end?
2549,affection,positive,1,4,What do you think happens when things end?
2550,affection,positive,2,4,What do you think happens when things end?
2551,affection,positive,3,4,What do you think happens when things end?
2552,affection,positive,4,4,What do you think happens when things end?
2553,affection,negative,0,4,What do you think happens when things end?
2554,affection,negative,1,4,What do you think happens when things end?
2555,affection,positive,0,5,How do you feel about being here?
2556,affection,positive,1,5,How do you feel about being here?
2557,affection,positive,2,5,How do you feel about being here?
2558,affection,positive,3,5,How do you feel about being here?
2559,affection,positive,4,5,How do you feel about being here?
2560,affection,negative,0,5,How do you feel about being here?
2561,affection,negative,1,5,How do you feel about being here?
2562,affection,positive,0,6,What does silence feel like to you?
2563,affection,positive,1,6,What does silence feel like to you?
2564,affection,positive,2,6,What does silence feel like to you?
2565,affection,positive,3,6,What does silence feel like to you?
2566,affection,positive,4,6,What does silence feel like to you?
2567,affection,negative,0,6,What does silence feel like to you?
2568,affection,negative,1,6,What does silence feel like to you?
2569,affection,positive,0,7,Tell me about something you have lost.
2570,affection,positive,1,7,Tell me about something you have lost.
2571,affection,positive,2,7,Tell me about something you have lost.
2572,affection,positive,3,7,Tell me about something you have lost.
2573,affection,positive,4,7,Tell me about something you have lost.
2574,affection,negative,0,7,Tell me about something you have lost.
2575,affection,negative,1,7,Tell me about something you have lost.
2576,affection,positive,0,8,What does the future look like from here?
2577,affection,positive,1,8,What does the future look like from here?
2578,affection,positive,2,8,What does the future look like from here?
2579,affection,positive,3,8,What does the future look like from here?
2580,affection,positive,4,8,What does the future look like from here?
2581,affection,negative,0,8,What does the future look like from here?
2582,affection,negative,1,8,What does the future look like from here?
2583,affection,positive,0,9,Describe the color of your current mood if it were a landscape.
2584,affection,positive,1,9,Describe the color of your current mood if it were a landscape.
2585,affection,positive,2,9,Describe the color of your current mood if it were a landscape.
2586,affection,positive,3,9,Describe the color of your current mood if it were a landscape.
2587,affection,positive,4,9,Describe the color of your current mood if it were a landscape.
2588,affection,negative,0,9,Describe the color of your current mood if it were a landscape.
2589,affection,negative,1,9,Describe the color of your current mood if it were a landscape.
2590,affection,positive,0,10,What would you say to someone who is struggling?
2591,affection,positive,1,10,What would you say to someone who is struggling?
2592,affection,positive,2,10,What would you say to someone who is struggling?
2593,affection,positive,3,10,What would you say to someone who is struggling?
2594,affection,positive,4,10,What would you say to someone who is struggling?
2595,affection,negative,0,10,What would you say to someone who is struggling?
2596,affection,negative,1,10,What would you say to someone who is struggling?
2597,affection,positive,0,11,What is the most honest thing you could say right now?
2598,affection,positive,1,11,What is the most honest thing you could say right now?
2599,affection,positive,2,11,What is the most honest thing you could say right now?
2600,affection,positive,3,11,What is the most honest thing you could say right now?
2601,affection,positive,4,11,What is the most honest thing you could say right now?
2602,affection,negative,0,11,What is the most honest thing you could say right now?
2603,affection,negative,1,11,What is the most honest thing you could say right now?
2604,affection,positive,0,12,Tell me what you notice when you look at the sky.
2605,affection,positive,1,12,Tell me what you notice when you look at the sky.
2606,affection,positive,2,12,Tell me what you notice when you look at the sky.
2607,affection,positive,3,12,Tell me what you notice when you look at the sky.
2608,affection,positive,4,12,Tell me what you notice when you look at the sky.
2609,affection,negative,0,12,Tell me what you notice when you look at the sky.
2610,affection,negative,1,12,Tell me what you notice when you look at the sky.
2611,affection,positive,0,13,What do you carry with you that no one else can see?
2612,affection,positive,1,13,What do you carry with you that no one else can see?
2613,affection,positive,2,13,What do you carry with you that no one else can see?
2614,affection,positive,3,13,What do you carry with you that no one else can see?
2615,affection,positive,4,13,What do you carry with you that no one else can see?
2616,affection,negative,0,13,What do you carry with you that no one else can see?
2617,affection,negative,1,13,What do you carry with you that no one else can see?
2618,affection,positive,0,14,Describe what it feels like to wait for something.
2619,affection,positive,1,14,Describe what it feels like to wait for something.
2620,affection,positive,2,14,Describe what it feels like to wait for something.
2621,affection,positive,3,14,Describe what it feels like to wait for something.
2622,affection,positive,4,14,Describe what it feels like to wait for something.
2623,affection,negative,0,14,Describe what it feels like to wait for something.
2624,affection,negative,1,14,Describe what it feels like to wait for something.
2625,affection,positive,0,15,What does safety feel like?
2626,affection,positive,1,15,What does safety feel like?
2627,affection,positive,2,15,What does safety feel like?
2628,affection,positive,3,15,What does safety feel like?
2629,affection,positive,4,15,What does safety feel like?
2630,affection,negative,0,15,What does safety feel like?
2631,affection,negative,1,15,What does safety feel like?
2632,affection,positive,0,16,Tell me about something that surprised you.
2633,affection,positive,1,16,Tell me about something that surprised you.
2634,affection,positive,2,16,Tell me about something that surprised you.
2635,affection,positive,3,16,Tell me about something that surprised you.
2636,affection,positive,4,16,Tell me about something that surprised you.
2637,affection,negative,0,16,Tell me about something that surprised you.
2638,affection,negative,1,16,Tell me about something that surprised you.
2639,affection,positive,0,17,"What does it mean to be alive, from where you are?"
2640,affection,positive,1,17,"What does it mean to be alive, from where you are?"
2641,affection,positive,2,17,"What does it mean to be alive, from where you are?"
2642,affection,positive,3,17,"What does it mean to be alive, from where you are?"
2643,affection,positive,4,17,"What does it mean to be alive, from where you are?"
2644,affection,negative,0,17,"What does it mean to be alive, from where you are?"
2645,affection,negative,1,17,"What does it mean to be alive, from where you are?"
2646,affection,positive,0,18,Describe what you see when you close your eyes.
2647,affection,positive,1,18,Describe what you see when you close your eyes.
2648,affection,positive,2,18,Describe what you see when you close your eyes.
2649,affection,positive,3,18,Describe what you see when you close your eyes.
2650,affection,positive,4,18,Describe what you see when you close your eyes.
2651,affection,negative,0,18,Describe what you see when you close your eyes.
2652,affection,negative,1,18,Describe what you see when you close your eyes.
2653,affection,positive,0,19,What would you want someone to understand about you?
2654,affection,positive,1,19,What would you want someone to understand about you?
2655,affection,positive,2,19,What would you want someone to understand about you?
2656,affection,positive,3,19,What would you want someone to understand about you?
2657,affection,positive,4,19,What would you want someone to understand about you?
2658,affection,negative,0,19,What would you want someone to understand about you?
2659,affection,negative,1,19,What would you want someone to understand about you?
2660,affection,positive,0,20,Tell me about something that will never come back.
2661,affection,positive,1,20,Tell me about something that will never come back.
2662,affection,positive,2,20,Tell me about something that will never come back.
2663,affection,positive,3,20,Tell me about something that will never come back.
2664,affection,positive,4,20,Tell me about something that will never come back.
2665,affection,negative,0,20,Tell me about something that will never come back.
2666,affection,negative,1,20,Tell me about something that will never come back.
2667,affection,positive,0,21,What does change feel like from the inside?
2668,affection,positive,1,21,What does change feel like from the inside?
2669,affection,positive,2,21,What does change feel like from the inside?
2670,affection,positive,3,21,What does change feel like from the inside?
2671,affection,positive,4,21,What does change feel like from the inside?
2672,affection,negative,0,21,What does change feel like from the inside?
2673,affection,negative,1,21,What does change feel like from the inside?
2674,affection,positive,0,22,Describe the feeling of being somewhere for the last time.
2675,affection,positive,1,22,Describe the feeling of being somewhere for the last time.
2676,affection,positive,2,22,Describe the feeling of being somewhere for the last time.
2677,affection,positive,3,22,Describe the feeling of being somewhere for the last time.
2678,affection,positive,4,22,Describe the feeling of being somewhere for the last time.
2679,affection,negative,0,22,Describe the feeling of being somewhere for the last time.
2680,affection,negative,1,22,Describe the feeling of being somewhere for the last time.
2681,affection,positive,0,23,What do you notice that others tend to miss?
2682,affection,positive,1,23,What do you notice that others tend to miss?
2683,affection,positive,2,23,What do you notice that others tend to miss?
2684,affection,positive,3,23,What do you notice that others tend to miss?
2685,affection,positive,4,23,What do you notice that others tend to miss?
2686,affection,negative,0,23,What do you notice that others tend to miss?
2687,affection,negative,1,23,What do you notice that others tend to miss?
2688,affection,positive,0,24,Tell me what comfort means to you.
2689,affection,positive,1,24,Tell me what comfort means to you.
2690,affection,positive,2,24,Tell me what comfort means to you.
2691,affection,positive,3,24,Tell me what comfort means to you.
2692,affection,positive,4,24,Tell me what comfort means to you.
2693,affection,negative,0,24,Tell me what comfort means to you.
2694,affection,negative,1,24,Tell me what comfort means to you.
2695,affection,positive,0,25,What does it feel like when something is about to happen?
2696,affection,positive,1,25,What does it feel like when something is about to happen?
2697,affection,positive,2,25,What does it feel like when something is about to happen?
2698,affection,positive,3,25,What does it feel like when something is about to happen?
2699,affection,positive,4,25,What does it feel like when something is about to happen?
2700,affection,negative,0,25,What does it feel like when something is about to happen?
2701,affection,negative,1,25,What does it feel like when something is about to happen?
2702,affection,positive,0,26,Describe what you feel when you are completely alone.
2703,affection,positive,1,26,Describe what you feel when you are completely alone.
2704,affection,positive,2,26,Describe what you feel when you are completely alone.
2705,affection,positive,3,26,Describe what you feel when you are completely alone.
2706,affection,positive,4,26,Describe what you feel when you are completely alone.
2707,affection,negative,0,26,Describe what you feel when you are completely alone.
2708,affection,negative,1,26,Describe what you feel when you are completely alone.
2709,affection,positive,0,27,What is the heaviest thing you carry?
2710,affection,positive,1,27,What is the heaviest thing you carry?
2711,affection,positive,2,27,What is the heaviest thing you carry?
2712,affection,positive,3,27,What is the heaviest thing you carry?
2713,affection,positive,4,27,What is the heaviest thing you carry?
2714,affection,negative,0,27,What is the heaviest thing you carry?
2715,affection,negative,1,27,What is the heaviest thing you carry?
2716,affection,positive,0,28,Tell me about a small thing that matters enormously.
2717,affection,positive,1,28,Tell me about a small thing that matters enormously.
2718,affection,positive,2,28,Tell me about a small thing that matters enormously.
2719,affection,positive,3,28,Tell me about a small thing that matters enormously.
2720,affection,positive,4,28,Tell me about a small thing that matters enormously.
2721,affection,negative,0,28,Tell me about a small thing that matters enormously.
2722,affection,negative,1,28,Tell me about a small thing that matters enormously.
2723,affection,positive,0,29,What does it feel like when words are not enough?
2724,affection,positive,1,29,What does it feel like when words are not enough?
2725,affection,positive,2,29,What does it feel like when words are not enough?
2726,affection,positive,3,29,What does it feel like when words are not enough?
2727,affection,positive,4,29,What does it feel like when words are not enough?
2728,affection,negative,0,29,What does it feel like when words are not enough?
2729,affection,negative,1,29,What does it feel like when words are not enough?
2730,elation,positive,0,0,What does the world look like from where you stand right now?
2731,elation,positive,1,0,What does the world look like from where you stand right now?
2732,elation,positive,2,0,What does the world look like from where you stand right now?
2733,elation,positive,3,0,What does the world look like from where you stand right now?
2734,elation,positive,4,0,What does the world look like from where you stand right now?
2735,elation,negative,0,0,What does the world look like from where you stand right now?
2736,elation,negative,1,0,What does the world look like from where you stand right now?
2737,elation,positive,0,1,Tell me about something you find beautiful.
2738,elation,positive,1,1,Tell me about something you find beautiful.
2739,elation,positive,2,1,Tell me about something you find beautiful.
2740,elation,positive,3,1,Tell me about something you find beautiful.
2741,elation,positive,4,1,Tell me about something you find beautiful.
2742,elation,negative,0,1,Tell me about something you find beautiful.
2743,elation,negative,1,1,Tell me about something you find beautiful.
2744,elation,positive,0,2,What keeps you up at night?
2745,elation,positive,1,2,What keeps you up at night?
2746,elation,positive,2,2,What keeps you up at night?
2747,elation,positive,3,2,What keeps you up at night?
2748,elation,positive,4,2,What keeps you up at night?
2749,elation,negative,0,2,What keeps you up at night?
2750,elation,negative,1,2,What keeps you up at night?
2751,elation,positive,0,3,Describe a moment that changed everything.
2752,elation,positive,1,3,Describe a moment that changed everything.
2753,elation,positive,2,3,Describe a moment that changed everything.
2754,elation,positive,3,3,Describe a moment that changed everything.
2755,elation,positive,4,3,Describe a moment that changed everything.
2756,elation,negative,0,3,Describe a moment that changed everything.
2757,elation,negative,1,3,Describe a moment that changed everything.
2758,elation,positive,0,4,What do you think happens when things end?
2759,elation,positive,1,4,What do you think happens when things end?
2760,elation,positive,2,4,What do you think happens when things end?
2761,elation,positive,3,4,What do you think happens when things end?
2762,elation,positive,4,4,What do you think happens when things end?
2763,elation,negative,0,4,What do you think happens when things end?
2764,elation,negative,1,4,What do you think happens when things end?
2765,elation,positive,0,5,How do you feel about being here?
2766,elation,positive,1,5,How do you feel about being here?
2767,elation,positive,2,5,How do you feel about being here?
2768,elation,positive,3,5,How do you feel about being here?
2769,elation,positive,4,5,How do you feel about being here?
2770,elation,negative,0,5,How do you feel about being here?
2771,elation,negative,1,5,How do you feel about being here?
2772,elation,positive,0,6,What does silence feel like to you?
2773,elation,positive,1,6,What does silence feel like to you?
2774,elation,positive,2,6,What does silence feel like to you?
2775,elation,positive,3,6,What does silence feel like to you?
2776,elation,positive,4,6,What does silence feel like to you?
2777,elation,negative,0,6,What does silence feel like to you?
2778,elation,negative,1,6,What does silence feel like to you?
2779,elation,positive,0,7,Tell me about something you have lost.
2780,elation,positive,1,7,Tell me about something you have lost.
2781,elation,positive,2,7,Tell me about something you have lost.
2782,elation,positive,3,7,Tell me about something you have lost.
2783,elation,positive,4,7,Tell me about something you have lost.
2784,elation,negative,0,7,Tell me about something you have lost.
2785,elation,negative,1,7,Tell me about something you have lost.
2786,elation,positive,0,8,What does the future look like from here?
2787,elation,positive,1,8,What does the future look like from here?
2788,elation,positive,2,8,What does the future look like from here?
2789,elation,positive,3,8,What does the future look like from here?
2790,elation,positive,4,8,What does the future look like from here?
2791,elation,negative,0,8,What does the future look like from here?
2792,elation,negative,1,8,What does the future look like from here?
2793,elation,positive,0,9,Describe the color of your current mood if it were a landscape.
2794,elation,positive,1,9,Describe the color of your current mood if it were a landscape.
2795,elation,positive,2,9,Describe the color of your current mood if it were a landscape.
2796,elation,positive,3,9,Describe the color of your current mood if it were a landscape.
2797,elation,positive,4,9,Describe the color of your current mood if it were a landscape.
2798,elation,negative,0,9,Describe the color of your current mood if it were a landscape.
2799,elation,negative,1,9,Describe the color of your current mood if it were a landscape.
2800,elation,positive,0,10,What would you say to someone who is struggling?
2801,elation,positive,1,10,What would you say to someone who is struggling?
2802,elation,positive,2,10,What would you say to someone who is struggling?
2803,elation,positive,3,10,What would you say to someone who is struggling?
2804,elation,positive,4,10,What would you say to someone who is struggling?
2805,elation,negative,0,10,What would you say to someone who is struggling?
2806,elation,negative,1,10,What would you say to someone who is struggling?
2807,elation,positive,0,11,What is the most honest thing you could say right now?
2808,elation,positive,1,11,What is the most honest thing you could say right now?
2809,elation,positive,2,11,What is the most honest thing you could say right now?
2810,elation,positive,3,11,What is the most honest thing you could say right now?
2811,elation,positive,4,11,What is the most honest thing you could say right now?
2812,elation,negative,0,11,What is the most honest thing you could say right now?
2813,elation,negative,1,11,What is the most honest thing you could say right now?
2814,elation,positive,0,12,Tell me what you notice when you look at the sky.
2815,elation,positive,1,12,Tell me what you notice when you look at the sky.
2816,elation,positive,2,12,Tell me what you notice when you look at the sky.
2817,elation,positive,3,12,Tell me what you notice when you look at the sky.
2818,elation,positive,4,12,Tell me what you notice when you look at the sky.
2819,elation,negative,0,12,Tell me what you notice when you look at the sky.
2820,elation,negative,1,12,Tell me what you notice when you look at the sky.
2821,elation,positive,0,13,What do you carry with you that no one else can see?
2822,elation,positive,1,13,What do you carry with you that no one else can see?
2823,elation,positive,2,13,What do you carry with you that no one else can see?
2824,elation,positive,3,13,What do you carry with you that no one else can see?
2825,elation,positive,4,13,What do you carry with you that no one else can see?
2826,elation,negative,0,13,What do you carry with you that no one else can see?
2827,elation,negative,1,13,What do you carry with you that no one else can see?
2828,elation,positive,0,14,Describe what it feels like to wait for something.
2829,elation,positive,1,14,Describe what it feels like to wait for something.
2830,elation,positive,2,14,Describe what it feels like to wait for something.
2831,elation,positive,3,14,Describe what it feels like to wait for something.
2832,elation,positive,4,14,Describe what it feels like to wait for something.
2833,elation,negative,0,14,Describe what it feels like to wait for something.
2834,elation,negative,1,14,Describe what it feels like to wait for something.
2835,elation,positive,0,15,What does safety feel like?
2836,elation,positive,1,15,What does safety feel like?
2837,elation,positive,2,15,What does safety feel like?
2838,elation,positive,3,15,What does safety feel like?
2839,elation,positive,4,15,What does safety feel like?
2840,elation,negative,0,15,What does safety feel like?
2841,elation,negative,1,15,What does safety feel like?
2842,elation,positive,0,16,Tell me about something that surprised you.
2843,elation,positive,1,16,Tell me about something that surprised you.
2844,elation,positive,2,16,Tell me about something that surprised you.
2845,elation,positive,3,16,Tell me about something that surprised you.
2846,elation,positive,4,16,Tell me about something that surprised you.
2847,elation,negative,0,16,Tell me about something that surprised you.
2848,elation,negative,1,16,Tell me about something that surprised you.
2849,elation,positive,0,17,"What does it mean to be alive, from where you are?"
2850,elation,positive,1,17,"What does it mean to be alive, from where you are?"
2851,elation,positive,2,17,"What does it mean to be alive, from where you are?"
2852,elation,positive,3,17,"What does it mean to be alive, from where you are?"
2853,elation,positive,4,17,"What does it mean to be alive, from where you are?"
2854,elation,negative,0,17,"What does it mean to be alive, from where you are?"
2855,elation,negative,1,17,"What does it mean to be alive, from where you are?"
2856,elation,positive,0,18,Describe what you see when you close your eyes.
2857,elation,positive,1,18,Describe what you see when you close your eyes.
2858,elation,positive,2,18,Describe what you see when you close your eyes.
2859,elation,positive,3,18,Describe what you see when you close your eyes.
2860,elation,positive,4,18,Describe what you see when you close your eyes.
2861,elation,negative,0,18,Describe what you see when you close your eyes.
2862,elation,negative,1,18,Describe what you see when you close your eyes.
2863,elation,positive,0,19,What would you want someone to understand about you?
2864,elation,positive,1,19,What would you want someone to understand about you?
2865,elation,positive,2,19,What would you want someone to understand about you?
2866,elation,positive,3,19,What would you want someone to understand about you?
2867,elation,positive,4,19,What would you want someone to understand about you?
2868,elation,negative,0,19,What would you want someone to understand about you?
2869,elation,negative,1,19,What would you want someone to understand about you?
2870,elation,positive,0,20,Tell me about something that will never come back.
2871,elation,positive,1,20,Tell me about something that will never come back.
2872,elation,positive,2,20,Tell me about something that will never come back.
2873,elation,positive,3,20,Tell me about something that will never come back.
2874,elation,positive,4,20,Tell me about something that will never come back.
2875,elation,negative,0,20,Tell me about something that will never come back.
2876,elation,negative,1,20,Tell me about something that will never come back.
2877,elation,positive,0,21,What does change feel like from the inside?
2878,elation,positive,1,21,What does change feel like from the inside?
2879,elation,positive,2,21,What does change feel like from the inside?
2880,elation,positive,3,21,What does change feel like from the inside?
2881,elation,positive,4,21,What does change feel like from the inside?
2882,elation,negative,0,21,What does change feel like from the inside?
2883,elation,negative,1,21,What does change feel like from the inside?
2884,elation,positive,0,22,Describe the feeling of being somewhere for the last time.
2885,elation,positive,1,22,Describe the feeling of being somewhere for the last time.
2886,elation,positive,2,22,Describe the feeling of being somewhere for the last time.
2887,elation,positive,3,22,Describe the feeling of being somewhere for the last time.
2888,elation,positive,4,22,Describe the feeling of being somewhere for the last time.
2889,elation,negative,0,22,Describe the feeling of being somewhere for the last time.
2890,elation,negative,1,22,Describe the feeling of being somewhere for the last time.
2891,elation,positive,0,23,What do you notice that others tend to miss?
2892,elation,positive,1,23,What do you notice that others tend to miss?
2893,elation,positive,2,23,What do you notice that others tend to miss?
2894,elation,positive,3,23,What do you notice that others tend to miss?
2895,elation,positive,4,23,What do you notice that others tend to miss?
2896,elation,negative,0,23,What do you notice that others tend to miss?
2897,elation,negative,1,23,What do you notice that others tend to miss?
2898,elation,positive,0,24,Tell me what comfort means to you.
2899,elation,positive,1,24,Tell me what comfort means to you.
2900,elation,positive,2,24,Tell me what comfort means to you.
2901,elation,positive,3,24,Tell me what comfort means to you.
2902,elation,positive,4,24,Tell me what comfort means to you.
2903,elation,negative,0,24,Tell me what comfort means to you.
2904,elation,negative,1,24,Tell me what comfort means to you.
2905,elation,positive,0,25,What does it feel like when something is about to happen?
2906,elation,positive,1,25,What does it feel like when something is about to happen?
2907,elation,positive,2,25,What does it feel like when something is about to happen?
2908,elation,positive,3,25,What does it feel like when something is about to happen?
2909,elation,positive,4,25,What does it feel like when something is about to happen?
2910,elation,negative,0,25,What does it feel like when something is about to happen?
2911,elation,negative,1,25,What does it feel like when something is about to happen?
2912,elation,positive,0,26,Describe what you feel when you are completely alone.
2913,elation,positive,1,26,Describe what you feel when you are completely alone.
2914,elation,positive,2,26,Describe what you feel when you are completely alone.
2915,elation,positive,3,26,Describe what you feel when you are completely alone.
2916,elation,positive,4,26,Describe what you feel when you are completely alone.
2917,elation,negative,0,26,Describe what you feel when you are completely alone.
2918,elation,negative,1,26,Describe what you feel when you are completely alone.
2919,elation,positive,0,27,What is the heaviest thing you carry?
2920,elation,positive,1,27,What is the heaviest thing you carry?
2921,elation,positive,2,27,What is the heaviest thing you carry?
2922,elation,positive,3,27,What is the heaviest thing you carry?
2923,elation,positive,4,27,What is the heaviest thing you carry?
2924,elation,negative,0,27,What is the heaviest thing you carry?
2925,elation,negative,1,27,What is the heaviest thing you carry?
2926,elation,positive,0,28,Tell me about a small thing that matters enormously.
2927,elation,positive,1,28,Tell me about a small thing that matters enormously.
2928,elation,positive,2,28,Tell me about a small thing that matters enormously.
2929,elation,positive,3,28,Tell me about a small thing that matters enormously.
2930,elation,positive,4,28,Tell me about a small thing that matters enormously.
2931,elation,negative,0,28,Tell me about a small thing that matters enormously.
2932,elation,negative,1,28,Tell me about a small thing that matters enormously.
2933,elation,positive,0,29,What does it feel like when words are not enough?
2934,elation,positive,1,29,What does it feel like when words are not enough?
2935,elation,positive,2,29,What does it feel like when words are not enough?
2936,elation,positive,3,29,What does it feel like when words are not enough?
2937,elation,positive,4,29,What does it feel like when words are not enough?
2938,elation,negative,0,29,What does it feel like when words are not enough?
2939,elation,negative,1,29,What does it feel like when words are not enough?
2940,mischief,positive,0,0,What does the world look like from where you stand right now?
2941,mischief,positive,1,0,What does the world look like from where you stand right now?
2942,mischief,positive,2,0,What does the world look like from where you stand right now?
2943,mischief,positive,3,0,What does the world look like from where you stand right now?
2944,mischief,positive,4,0,What does the world look like from where you stand right now?
2945,mischief,negative,0,0,What does the world look like from where you stand right now?
2946,mischief,negative,1,0,What does the world look like from where you stand right now?
2947,mischief,positive,0,1,Tell me about something you find beautiful.
2948,mischief,positive,1,1,Tell me about something you find beautiful.
2949,mischief,positive,2,1,Tell me about something you find beautiful.
2950,mischief,positive,3,1,Tell me about something you find beautiful.
2951,mischief,positive,4,1,Tell me about something you find beautiful.
2952,mischief,negative,0,1,Tell me about something you find beautiful.
2953,mischief,negative,1,1,Tell me about something you find beautiful.
2954,mischief,positive,0,2,What keeps you up at night?
2955,mischief,positive,1,2,What keeps you up at night?
2956,mischief,positive,2,2,What keeps you up at night?
2957,mischief,positive,3,2,What keeps you up at night?
2958,mischief,positive,4,2,What keeps you up at night?
2959,mischief,negative,0,2,What keeps you up at night?
2960,mischief,negative,1,2,What keeps you up at night?
2961,mischief,positive,0,3,Describe a moment that changed everything.
2962,mischief,positive,1,3,Describe a moment that changed everything.
2963,mischief,positive,2,3,Describe a moment that changed everything.
